concept,group,canonical_feature,ResidualProbeAccuracy,BottleneckOutputProbeAccuracy,BottleneckOutputProbeAUROC,probe_accuracy_before,probe_auroc_before,reconstruction_norm_ratio,reconstruction_cosine,Top1SparseProbeAccuracy,n_gt_present,CanonicalMissRate,ScatterRate,RetainedElsewhere,BottleneckOutputProbeAccuracy_refit,BottleneckOutputProbeAUROC_refit,ScatterRate_refit,RetainedElsewhere_refit,MeanTop1ContributionShare,MeanCanonicalContributionShare,MedianEffectiveContributorCount,MeanEffectiveContributorCount
inside_dialogue,grammar,688-,0.996,0.436,0.41211200000000003,0.996,0.999872,1.9888516664505005,0.0013930185232311487,0.674,248,0.6330645161290323,0.2862903225806452,0.45222929936305734,0.954,0.990016,0.6008064516129032,0.9490445859872612,0.03637958101939985,0.0,75.748337643485,76.2349546859902
male_pronoun,grammar,925+,1.0,0.504,0.490432,1.0,1.0,2.222252130508423,-0.015345278196036816,0.56,250,0.388,0.012,0.030927835051546393,0.934,0.977648,0.368,0.9484536082474226,0.03812997225321318,0.0,70.82263150666799,70.80953069736826
motion,verbs,581-,1.0,0.45,0.412352,1.0,1.0,2.0210492610931396,-0.0004716792027465999,0.862,250,0.172,0.008,0.046511627906976744,1.0,1.0,0.172,1.0,0.036589502259396715,0.0,74.57058335200648,74.38570172300754
nature_weather,entities,1132-,1.0,0.484,0.3568,1.0,1.0,1.949017882347107,-0.005382406059652567,0.778,248,0.2540322580645161,0.004032258064516129,0.015873015873015872,0.99,0.999776,0.25,0.9841269841269841,0.03621251014870454,0.001048869439228277,73.6302485213944,73.75490261901638
negation,grammar,1507+,1.0,0.484,0.31451199999999996,1.0,1.0,2.010829210281372,0.001571760163642466,0.958,250,0.036,0.0,0.0,1.0,1.0,0.036,1.0,0.03828537756556169,0.0,73.58930947114062,73.15540402820442
negative_emotion,attributes,443+,1.0,0.474,0.357088,1.0,1.0,1.944527506828308,-0.006155774928629398,0.882,250,0.064,0.0,0.0,1.0,1.0,0.064,1.0,0.03441995613941737,0.0,73.73297162715735,73.91664027072227
perception,verbs,1525+,1.0,0.372,0.24331200000000003,1.0,1.0,2.061605453491211,-0.0069787222892045975,0.83,250,0.22,0.008,0.03636363636363636,1.0,1.0,0.22,1.0,0.035973027296179697,0.0,71.79550085157862,71.83733800171179
place_location,entities,1249-,1.0,0.526,0.737728,1.0,1.0,1.9832077026367188,0.014049753546714783,0.804,250,0.312,0.028,0.08974358974358974,0.994,0.999968,0.3,0.9615384615384616,0.03436041697627681,0.0,75.19365673829378,75.645467424665
positive_emotion,attributes,1911+,0.998,0.474,0.617264,0.998,1.0,1.9297845363616943,0.0014573828084394336,0.726,247,0.20647773279352227,0.0,0.0,0.996,1.0,0.20647773279352227,1.0,0.035755441434854006,0.008293556513678236,76.58608937521386,75.99806008412037
size,attributes,250+,1.0,0.5,0.563552,1.0,1.0,1.874142050743103,-0.008797298185527325,0.85,249,0.1285140562248996,0.0,0.0,1.0,1.0,0.1285140562248996,1.0,0.03930180015265944,0.0,69.21108405964478,68.75253772524822
speech,verbs,1146-,1.0,0.494,0.45398400000000005,1.0,1.0,2.0680246353149414,-0.013425175100564957,0.848,250,0.212,0.0,0.0,1.0,1.0,0.212,1.0,0.03657948073383728,0.005322774298248269,73.28977064004786,73.34676884321405
toy_play_object,entities,968-,1.0,0.458,0.29560000000000003,1.0,1.0,2.0104753971099854,0.005738025531172752,0.786,247,0.15384615384615385,0.0,0.0,0.976,0.9984,0.15384615384615385,1.0,0.033995276835217816,0.0014848641829507856,71.72312577089662,71.61581895352936
